layer, level, fraction, repeat, accuracy
features.12, node, 0.7, 2, 0.4802999794483185
features.12, node, 0.8, 0, 0.3172999918460846
features.12, node, 0.8, 1, 0.28049999475479126
features.12, node, 0.8, 2, 0.4602999985218048
features.12, node, 0.9, 0, 0.17379999160766602
features.12, node, 0.9, 1, 0.0778999999165535
features.12, node, 0.9, 2, 0.15609999001026154
features.12, node, 1.0, 0, 0.04999999701976776
features.12, node, 1.0, 1, 0.04999999701976776
features.12, node, 1.0, 2, 0.04999999701976776
features.14, synapse, 0.0, 0, 0.7193999886512756
features.14, synapse, 0.0, 1, 0.7193999886512756
features.14, synapse, 0.0, 2, 0.7193999886512756
features.14, synapse, 0.1, 0, 0.7203999757766724
features.14, synapse, 0.1, 1, 0.7196999788284302
features.14, synapse, 0.1, 2, 0.7178999781608582
features.14, synapse, 0.2, 0, 0.72079998254776
features.14, synapse, 0.2, 1, 0.7202000021934509
features.14, synapse, 0.2, 2, 0.7172999978065491
features.14, synapse, 0.3, 0, 0.714199960231781
features.14, synapse, 0.3, 1, 0.7129999995231628
features.14, synapse, 0.3, 2, 0.714199960231781
features.14, synapse, 0.4, 0, 0.7013999819755554
features.14, synapse, 0.4, 1, 0.707099974155426
features.14, synapse, 0.4, 2, 0.7062000036239624
features.14, synapse, 0.5, 0, 0.6895999908447266
features.14, synapse, 0.5, 1, 0.6926000118255615
features.14, synapse, 0.5, 2, 0.6908000111579895
features.14, synapse, 0.6, 0, 0.6495000123977661
features.14, synapse, 0.6, 1, 0.6518999934196472
features.14, synapse, 0.6, 2, 0.6643999814987183
features.14, synapse, 0.7, 0, 0.6100999712944031
features.14, synapse, 0.7, 1, 0.5845999717712402
features.14, synapse, 0.7, 2, 0.5687999725341797
features.14, synapse, 0.8, 0, 0.39629998803138733
features.14, synapse, 0.8, 1, 0.37439998984336853
features.14, synapse, 0.8, 2, 0.4343999922275543
features.14, synapse, 0.9, 0, 0.14219999313354492
features.14, synapse, 0.9, 1, 0.15449999272823334
features.14, synapse, 0.9, 2, 0.1216999962925911
features.14, synapse, 1.0, 0, 0.04999999701976776
features.14, synapse, 1.0, 1, 0.04999999701976776
features.14, synapse, 1.0, 2, 0.04999999701976776
features.14, node, 0.0, 0, 0.7193999886512756
features.14, node, 0.0, 1, 0.7193999886512756
features.14, node, 0.0, 2, 0.7193999886512756
features.14, node, 0.1, 0, 0.72079998254776
features.14, node, 0.1, 1, 0.7222999930381775
features.14, node, 0.1, 2, 0.7198999524116516
features.14, node, 0.2, 0, 0.7204999923706055
features.14, node, 0.2, 1, 0.7160999774932861
features.14, node, 0.2, 2, 0.7112999558448792
features.14, node, 0.3, 0, 0.7117999792098999
features.14, node, 0.3, 1, 0.7107999920845032
features.14, node, 0.3, 2, 0.7105000019073486
features.14, node, 0.4, 0, 0.6958000063896179
features.14, node, 0.4, 1, 0.7020999789237976
features.14, node, 0.4, 2, 0.689300000667572
features.14, node, 0.5, 0, 0.6873999834060669
features.14, node, 0.5, 1, 0.6958999633789062
features.14, node, 0.5, 2, 0.6952999830245972
features.14, node, 0.6, 0, 0.6283000111579895
features.14, node, 0.6, 1, 0.6518999934196472
features.14, node, 0.6, 2, 0.6588999629020691
features.14, node, 0.7, 0, 0.6069999933242798
features.14, node, 0.7, 1, 0.5960999727249146
features.14, node, 0.7, 2, 0.5949000120162964
features.14, node, 0.8, 0, 0.4675000011920929
features.14, node, 0.8, 1, 0.38329997658729553
features.14, node, 0.8, 2, 0.42419999837875366
features.14, node, 0.9, 0, 0.19829998910427094
features.14, node, 0.9, 1, 0.37129998207092285
features.14, node, 0.9, 2, 0.19249999523162842
features.14, node, 1.0, 0, 0.04999999701976776
features.14, node, 1.0, 1, 0.04999999701976776
features.14, node, 1.0, 2, 0.04999999701976776
features.17, synapse, 0.0, 0, 0.7193999886512756
features.17, synapse, 0.0, 1, 0.7193999886512756
features.17, synapse, 0.0, 2, 0.7193999886512756
features.17, synapse, 0.1, 0, 0.7191999554634094
features.17, synapse, 0.1, 1, 0.7200999855995178
features.17, synapse, 0.1, 2, 0.7196999788284302
features.17, synapse, 0.2, 0, 0.7188999652862549
